Release,Class,NSmells
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractFieldStrategy.java,7
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractStrategy.java,8
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractVersionStrategy.java,1
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayStreamValueHandler.java,4
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayValueHandler.java,1
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClassNameDiscriminatorStrategy.java,8
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ColumnVersionStrategy.java,32
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ContainerFieldStrategy.java,6
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ElementEmbedValueHandler.java,24
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java,76
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedValueHandler.java,19
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbeddedClassStrategy.java,11
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EnumValueHandler.java,8
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FlatClassStrategy.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FullClassStrategy.java,8
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerCollectionTableFieldStrategy.java,25
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,48
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerHandlerMapTableFieldStrategy.java,18
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerRelationMapTableFieldStrategy.java,33
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java,33
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/IdentityJoinable.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ImmutableValueHandler.java,5
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/InValueDiscriminatorStrategy.java,13
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSCollectionFieldStrategy.java,7
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSMapFieldStrategy.java,15
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyCollection.java,10
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyMap.java,40
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LobFieldStrategy.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MapTableFieldStrategy.java,24
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedBlobFieldStrategy.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedByteArrayFieldStrategy.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedCharArrayFieldStrategy.java,8
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedClobFieldStrategy.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedLobFieldStrategy.java,18
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MultiColumnVersionStrategy.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneClassStrategy.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneDiscriminatorStrategy.java,1
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneFieldStrategy.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneVersionStrategy.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NumberVersionStrategy.java,4
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ObjectIdClassStrategy.java,1
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ObjectIdValueHandler.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveFieldStrategy.java,39
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveWrapperArrays.java,9
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationCollectionInverseKeyFieldStrategy.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationCollectionTableFieldStrategy.java,5
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java,111
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationHandlerMapTableFieldStrategy.java,23
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationMapInverseKeyFieldStrategy.java,12
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationMapTableFieldStrategy.java,11
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationRelationMapTableFieldStrategy.java,39
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationStrategies.java,14
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyInverseKeyFieldStrategy.java,35
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyTableFieldStrategy.java,18
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StateComparisonVersionStrategy.java,23
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StoreCollectionFieldStrategy.java,51
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StringFieldStrategy.java,15
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SubclassJoinDiscriminatorStrategy.java,17
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/TimestampVersionStrategy.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/UntypedPCValueHandler.java,4
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ValueMapDiscriminatorStrategy.java,10
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/VerticalClassStrategy.java,7
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/XMLValueHandler.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,70
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ColumnIO.java,16
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Constraint.java,10
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DataSourceFactory.java,21
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DriverDataSource.java,15
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DynamicSchemaFactory.java,13
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/FileSchemaFactory.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ForeignKey.java,90
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Index.java,7
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LazySchemaFactory.java,12
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LocalConstraint.java,29
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/NameSet.java,9
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/PrimaryKey.java,4
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schema.java,38
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaFactory.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGenerator.java,122
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGroup.java,63
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaParser.java,5
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaSerializer.java,8
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,202
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schemas.java,39
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java,11
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SimpleDriverDataSource.java,20
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Table.java,93
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/TableSchemaFactory.java,40
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaParser.java,50
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaSerializer.java,82
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractResult.java,33
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractSQLServerDictionary.java,8
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AccessDictionary.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java,56
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,443
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionaryFactory.java,41
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DerbyDictionary.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/EmpressDictionary.java,15
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FirebirdDictionary.java,17
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FoxProDictionary.java,8
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/H2Dictionary.java,17
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java,19
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java,21
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InterbaseDictionary.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JDataStoreDictionary.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Join.java,10
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSet.java,59
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSyntaxes.java,6
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Joins.java,9
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java,55
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MergedResult.java,15
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MySQLDictionary.java,17
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java,150
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PointbaseDictionary.java,4
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PostgresDictionary.java,53
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PrimaryRow.java,44
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Raw.java,1
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Result.java,83
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/ResultSetResult.java,22
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Row.java,75
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowImpl.java,89
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManager.java,5
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManagerImpl.java,18
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLBuffer.java,67
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLErrorCodeReader.java,8
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLExceptions.java,8
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLFactory.java,3
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLFactoryImpl.java,2
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java,32
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SecondaryRow.java,15
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Select.java,107
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectExecutor.java,20
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,372
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SybaseDictionary.java,18
2.0.0-M2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Union.java,7
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreBrokerFactory.java,3
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java,26
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/ant/MetaDataToolTask.java,4
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/AutoDetachValue.java,4
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/BrokerFactoryValue.java,3
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/BrokerValue.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshaller.java,8
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallerImpl.java,20
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallersValue.java,5
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Compatibility.java,4
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/DetachOptions.java,6
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/MetaDataCacheMaintenance.java,26
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/MetaDataRepositoryValue.java,4
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/NoOpCacheMarshaller.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfiguration.java,245
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java,34
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAProductDerivation.java,5
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java,4
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersionAndConfigurationTypeValidationPolicy.java,5
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/QueryCompilationCacheValue.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java,4
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Specification.java,13
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/SpecificationPlugin.java,3
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java,63
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractQueryCache.java,48
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/CacheStatistics.java,31
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/Caches.java,5
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCache.java,27
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManager.java,8
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManagerImpl.java,5
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCData.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCDataGenerator.java,6
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCDataImpl.java,9
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheScheduler.java,17
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheStoreManager.java,69
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DelegatingDataCache.java,33
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DelegatingQueryCache.java,19
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ExpirationListener.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCache.java,12
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCacheStoreQuery.java,47
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryKey.java,48
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryResult.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/TypesChangedListener.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/ee/AbstractManagedRuntime.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/ee/AutomaticManagedRuntime.java,29
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/ee/InvocationManagedRuntime.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/ee/ManagedRuntime.java,5
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/ee/RegistryManagedRuntime.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java,4
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASRegistryManagedRuntime.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/ee/WLSManagedRuntime.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java,115
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/AttributeTranslator.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ClassRedefiner.java,17
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/CodeGenerator.java,53
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicStorage.java,22
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicStorageGenerator.java,20
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/InstrumentationFactory.java,10
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ManagedClassSubclasser.java,30
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ManagedInstanceProvider.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java,28
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCDataGenerator.java,38
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java,246
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancerAgent.java,3
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCRegistry.java,15
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCSubclassValidator.java,23
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PersistenceCapable.java,9
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RedefinitionHelper.java,26
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ReflectingPersistenceCapable.java,45
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/Reflection.java,93
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RuntimeUnenhancedClassesModes.java,6
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RuntimeUnenhancedClasssesModes.java,6
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/StateManager.java,49
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/AbstractLifecycleListener.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/AbstractRemoteCommitProvider.java,6
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/AbstractTransactionListener.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/AttachListener.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/BeanLifecycleCallbacks.java,6
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/BeginTransactionListener.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/BrokerFactoryEventManager.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/BrokerFactoryListener.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/CallbackModes.java,10
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/ClearListener.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/DeleteListener.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/DetachListener.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/DirtyListener.java,4
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/EndTransactionListener.java,6
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/FlushTransactionListener.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/JMSRemoteCommitProvider.java,21
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleCallbacks.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java,88
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/LoadListener.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/LogOrphanedKeyAction.java,6
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/MethodLifecycleCallbacks.java,13
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/OrphanedKeyAction.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/PersistListener.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/PostDeleteListener.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/PostPersistListener.java,1
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEvent.java,15
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEventManager.java,24
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitListener.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitProvider.java,3
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/SingleJVMRemoteCommitProvider.java,3
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/StoreListener.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/TCPRemoteCommitProvider.java,65
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionEventManager.java,17
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/event/UpdateListener.java,2
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractBrokerFactory.java,50
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractHintHandler.java,11
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractLockManager.java,5
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractPCData.java,45
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractPCResultObjectProvider.java,3
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractStoreQuery.java,5
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AttachManager.java,32
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AttachStrategy.java,57
2.0.0-M2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AutoClear.java,4
